Date,IBM,APPL,TSLA,GOOGL,NVDA,REND IBM,REND APPL,REND TSLA,REND GOOGL,REND NVDA,RF,REND PORT,REND EXCES,NEG REND EX,,,,,,,
08/12/2023,160.49678,195.460587,243.839996,134.990005,475.059998,1.09%,0.74%,0.49%,-1.42%,1.95%,0.03%,1.44%,1.42%,,,,,,,,
11/12/2023,162.032761,192.933807,239.740005,133.289993,466.269989,0.96%,-1.29%,-1.68%,-1.26%,-1.85%,0.03%,-1.76%,-1.78%,-1.78%,0.03%,,,,,,
12/12/2023,163.221939,194.461868,237.009995,132.520004,476.570007,0.73%,0.79%,-1.14%,-0.58%,2.21%,0.03%,1.11%,1.08%,,,,,,,,
13/12/2023,162.141769,197.707718,239.289993,132.570007,480.880005,-0.66%,1.67%,0.96%,0.04%,0.90%,0.03%,0.91%,0.88%,,,,,,,,
14/12/2023,161.438187,197.857529,251.050003,131.940002,483.5,-0.43%,0.08%,4.91%,-0.48%,0.54%,0.03%,1.89%,1.86%,,,,,,,,
15/12/2023,160.764328,197.318222,253.5,132.600006,488.899994,-0.42%,-0.27%,0.98%,0.50%,1.12%,0.03%,1.04%,1.01%,,,,,,,,
18/12/2023,161.26973,195.64035,252.080002,135.800003,500.769989,0.31%,-0.85%,-0.56%,2.41%,2.43%,0.03%,1.44%,1.41%,,,,,,,,
19/12/2023,160.100388,196.689026,257.220001,136.649994,496.040009,-0.73%,0.54%,2.04%,0.63%,-0.94%,0.03%,0.02%,-0.01%,-0.01%,0.00%,,,,,,
20/12/2023,158.604034,194.581711,247.139999,138.339996,481.109985,-0.93%,-1.07%,-3.92%,1.24%,-3.01%,0.03%,-3.21%,-3.24%,-3.24%,0.10%,,,,,,
21/12/2023,159.327423,194.431885,254.5,140.419998,489.899994,0.46%,-0.08%,2.98%,1.50%,1.83%,0.03%,2.15%,2.12%,,,,,,,,
22/12/2023,160.67514,193.353287,252.539993,141.490005,488.299988,0.85%,-0.55%,-0.77%,0.76%,-0.33%,0.03%,-0.44%,-0.47%,-0.47%,0.00%,,,,,,
26/12/2023,161.735489,192.803986,256.609985,141.520004,492.790009,0.66%,-0.28%,1.61%,0.02%,0.92%,0.03%,1.11%,1.09%,,,,,,,,
27/12/2023,161.983231,192.903839,261.440002,140.369995,494.170013,0.15%,0.05%,1.88%,-0.81%,0.28%,0.03%,0.77%,0.74%,,,,,,,,
28/12/2023,162.270599,193.333298,253.179993,140.229996,495.220001,0.18%,0.22%,-3.16%,-0.10%,0.21%,0.03%,-0.84%,-0.87%,-0.87%,0.01%,,,,,,
29/12/2023,162.072403,192.284637,248.479996,139.690002,495.220001,-0.12%,-0.54%,-1.86%,-0.39%,0.00%,0.03%,-0.59%,-0.62%,-0.62%,0.00%,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.06%,0.15%,0.28%,0.10%,0.27%,,0.27%,,,,,,,,,
,,,,,,0.000645653897028635%,0.00150012208666911%,0.087799971256077500%,0.00097614113845029%,0.175301174592554000%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,0.27%,,,,,,,,,,,,,
