Date,IBM,APPL,TSLA,GOOGL,NVDA,REND IBM,REND APPL,REND TSLA,REND GOOGL,REND NVDA,RF,REND PORT,REND EXCES,NEG REND EX,,,,,,,
02/09/2022,119.222221,154.490204,270.209991,107.849998,136.334061,-1.44%,-1.36%,-2.51%,-1.72%,-2.08%,0.03%,-2.20%,-2.22%,-2.22%,0.05%,,,,,,
06/09/2022,118.223969,153.221039,274.420013,106.809998,134.515869,-0.84%,-0.82%,1.56%,-0.96%,-1.33%,0.03%,-0.42%,-0.44%,-0.44%,0.00%,,,,,,
07/09/2022,119.147583,154.638916,283.700012,109.449997,137.044128,0.78%,0.93%,3.38%,2.47%,1.88%,0.03%,2.33%,2.31%,,,,,,,,
08/09/2022,119.856636,153.151627,289.26001,108.379997,139.802185,0.60%,-0.96%,1.96%,-0.98%,2.01%,0.03%,1.92%,1.90%,,,,,,,,
09/09/2022,120.528358,156.036987,299.679993,110.650002,143.769394,0.56%,1.88%,3.60%,2.09%,2.84%,0.03%,3.04%,3.01%,,,,,,,,
12/09/2022,121.899811,162.045639,304.420013,110.860001,144.948593,1.14%,3.85%,1.58%,0.19%,0.82%,0.03%,1.09%,1.06%,,,,,,,,
13/09/2022,118.718422,152.53688,292.130005,104.32,131.218185,-2.61%,-5.87%,-4.04%,-5.90%,-9.47%,0.03%,-7.63%,-7.66%,-7.66%,0.59%,,,,,,
14/09/2022,119.128937,153.994446,302.609985,105,131.188202,0.35%,0.96%,3.59%,0.65%,-0.02%,0.03%,1.13%,1.10%,,,,,,,,
15/09/2022,117.076431,151.079346,303.75,102.910004,129.1996,-1.72%,-1.89%,0.38%,-1.99%,-1.52%,0.03%,-0.94%,-0.96%,-0.96%,0.01%,,,,,,
16/09/2022,118.737091,149.423462,303.350006,102.800003,131.887741,1.42%,-1.10%,-0.13%,-0.11%,2.08%,0.03%,1.33%,1.30%,,,,,,,,
19/09/2022,119.166252,153.171463,309.070007,103.07,133.726456,0.36%,2.51%,1.89%,0.26%,1.39%,0.03%,1.54%,1.51%,,,,,,,,
20/09/2022,117.832115,155.570953,308.730011,101.139999,131.667877,-1.12%,1.57%,-0.11%,-1.87%,-1.54%,0.03%,-1.06%,-1.09%,-1.09%,0.01%,,,,,,
21/09/2022,116.553986,152.417892,300.799988,99.279999,132.517273,-1.08%,-2.03%,-2.57%,-1.84%,0.65%,0.03%,-0.43%,-0.45%,-0.45%,0.00%,,,,,,
22/09/2022,116.908493,151.446228,288.589996,100.139999,125.522186,0.30%,-0.64%,-4.06%,0.87%,-5.28%,0.03%,-4.73%,-4.76%,-4.76%,0.23%,,,,,,
23/09/2022,114.482819,149.155762,275.329987,98.739998,125.07251,-2.07%,-1.51%,-4.59%,-1.40%,-0.36%,0.03%,-1.72%,-1.75%,-1.75%,0.03%,,,,,,
26/09/2022,113.829758,149.492889,276.01001,98.169998,122.194511,-0.57%,0.23%,0.25%,-0.58%,-2.30%,0.03%,-1.45%,-1.47%,-1.47%,0.02%,,,,,,
27/09/2022,113.57785,150.474503,282.940002,97.5,124.043213,-0.22%,0.66%,2.51%,-0.68%,1.51%,0.03%,1.78%,1.75%,,,,,,,,
28/09/2022,114.529457,148.57077,287.809998,100.050003,127.270958,0.84%,-1.27%,1.72%,2.62%,2.60%,0.03%,2.27%,2.24%,,,,,,,,
29/09/2022,113.475227,141.273117,268.209991,97.419998,122.114571,-0.92%,-4.91%,-6.81%,-2.63%,-4.05%,0.03%,-4.88%,-4.90%,-4.90%,0.24%,,,,,,
30/09/2022,110.844292,137.029358,265.25,95.650002,121.30513,-2.32%,-3.00%,-1.10%,-1.82%,-0.66%,0.03%,-0.85%,-0.88%,-0.88%,0.01%,,,,,,
03/10/2022,113.363289,141.243347,242.399994,98.639999,125.032524,2.27%,3.08%,-8.61%,3.13%,3.07%,0.03%,-0.59%,-0.61%,-0.61%,0.00%,,,,,,
04/10/2022,117.085754,144.862442,249.440002,101.639999,131.577942,3.28%,2.56%,2.90%,3.04%,5.23%,0.03%,4.44%,4.41%,,,,,,,,
05/10/2022,117.309669,145.159897,240.809998,101.43,131.99765,0.19%,0.21%,-3.46%,-0.21%,0.32%,0.03%,-0.87%,-0.90%,-0.90%,0.01%,,,,,,
06/10/2022,114.035004,144.198105,238.130005,101.419998,131.208191,-2.79%,-0.66%,-1.11%,-0.01%,-0.60%,0.03%,-0.78%,-0.80%,-0.80%,0.01%,,,,,,
07/10/2022,110.853615,138.903366,223.070007,98.68,120.675568,-2.79%,-3.67%,-6.32%,-2.70%,-8.03%,0.03%,-7.35%,-7.37%,-7.37%,0.54%,,,,,,
10/10/2022,109.85537,139.230545,222.960007,97.860001,116.618401,-0.90%,0.24%,-0.05%,-0.83%,-3.36%,0.03%,-2.24%,-2.27%,-2.27%,0.05%,,,,,,
11/10/2022,109.902023,137.80275,216.5,97.18,115.778999,0.04%,-1.03%,-2.90%,-0.69%,-0.72%,0.03%,-1.40%,-1.42%,-1.42%,0.02%,,,,,,
12/10/2022,109.687431,137.168182,217.240005,97.559998,114.919594,-0.20%,-0.46%,0.34%,0.39%,-0.74%,0.03%,-0.38%,-0.41%,-0.41%,0.00%,,,,,,
13/10/2022,113.624496,141.778778,221.720001,99.059998,119.51638,3.59%,3.36%,2.06%,1.54%,4.00%,0.03%,3.36%,3.33%,,,,,,,,
14/10/2022,111.991829,137.20784,204.990005,96.559998,112.191505,-1.44%,-3.22%,-7.55%,-2.52%,-6.13%,0.03%,-6.46%,-6.49%,-6.49%,0.42%,,,,,,
17/10/2022,113.372597,141.20372,219.350006,99.970001,118.796883,1.23%,2.91%,7.01%,3.53%,5.89%,0.03%,6.14%,6.11%,,,,,,,,
18/10/2022,114.697403,142.532364,220.190002,100.769997,119.586334,1.17%,0.94%,0.38%,0.80%,0.66%,0.03%,0.59%,0.56%,,,,,,,,
19/10/2022,114.296234,142.641434,222.039993,99.629997,120.425743,-0.35%,0.08%,0.84%,-1.13%,0.70%,0.03%,0.71%,0.68%,,,,,,,,
20/10/2022,119.698036,142.1754,207.279999,99.970001,121.854752,4.73%,-0.33%,-6.65%,0.34%,1.19%,0.03%,-1.25%,-1.28%,-1.28%,0.02%,,,,,,
21/10/2022,121.19075,146.022552,214.440002,101.129997,124.572838,1.25%,2.71%,3.45%,1.16%,2.23%,0.03%,2.60%,2.57%,,,,,,,,
24/10/2022,123.793701,148.184052,211.25,102.519997,125.901909,2.15%,1.48%,-1.49%,1.37%,1.07%,0.03%,0.29%,0.26%,,,,,,,,
25/10/2022,124.017609,151.049591,222.419998,104.480003,132.517273,0.18%,1.93%,5.29%,1.91%,5.25%,0.03%,5.15%,5.12%,,,,,,,,
26/10/2022,125.958145,148.08493,224.639999,94.93,128.869843,1.56%,-1.96%,1.00%,-9.14%,-2.75%,0.03%,-1.59%,-1.62%,-1.62%,0.03%,,,,,,
27/10/2022,125.734268,143.573471,225.089996,92.220001,131.667877,-0.18%,-3.05%,0.20%,-2.85%,2.17%,0.03%,1.43%,1.40%,,,,,,,,
28/10/2022,129.22348,154.420807,228.520004,96.290001,138.243271,2.78%,7.56%,1.52%,4.41%,4.99%,0.03%,3.91%,3.88%,,,,,,,,
31/10/2022,129.018234,152.041122,227.539993,94.510002,134.87561,-0.16%,-1.54%,-0.43%,-1.85%,-2.44%,0.03%,-1.77%,-1.80%,-1.80%,0.03%,,,,,,
01/11/2022,128.934296,149.373901,227.820007,90.470001,135.335312,-0.07%,-1.75%,0.12%,-4.27%,0.34%,0.03%,0.20%,0.18%,,,,,,,,
02/11/2022,127.65612,143.801498,214.979996,86.970001,132.097565,-0.99%,-3.73%,-5.64%,-3.87%,-2.39%,0.03%,-3.42%,-3.45%,-3.45%,0.12%,,,,,,
03/11/2022,125.454369,137.703613,215.309998,83.43,134.11618,-1.72%,-4.24%,0.15%,-4.07%,1.53%,0.03%,0.95%,0.93%,,,,,,,,
04/11/2022,127.777435,137.435455,207.470001,86.580002,141.461029,1.85%,-0.19%,-3.64%,3.78%,5.48%,0.03%,2.52%,2.49%,,,,,,,,
07/11/2022,129.064896,137.971741,197.080002,88.489998,142.910019,1.01%,0.39%,-5.01%,2.21%,1.02%,0.03%,-0.86%,-0.88%,-0.88%,0.01%,,,,,,
08/11/2022,130.650925,138.547806,191.300003,88.900002,145.917908,1.23%,0.42%,-2.93%,0.46%,2.10%,0.03%,0.49%,0.46%,,,,,,,,
09/11/2022,129.706848,133.949402,177.589996,87.32,137.663666,-0.72%,-3.32%,-7.17%,-1.78%,-5.66%,0.03%,-6.02%,-6.04%,-6.04%,0.37%,,,,,,
10/11/2022,133.332092,145.867508,190.720001,93.940002,157.389893,2.79%,8.90%,7.39%,7.58%,14.33%,0.03%,11.93%,11.90%,,,,,,,,
11/11/2022,135.16362,148.678192,195.970001,96.410004,163.155838,1.37%,1.93%,2.75%,2.63%,3.66%,0.03%,3.33%,3.30%,,,,,,,,
14/11/2022,136.136002,147.267853,190.949997,95.699997,162.836075,0.72%,-0.95%,-2.56%,-0.74%,-0.20%,0.03%,-0.94%,-0.96%,-0.96%,0.01%,,,,,,
15/11/2022,136.268188,149.015854,194.419998,98.440002,166.543488,0.10%,1.19%,1.82%,2.86%,2.28%,0.03%,2.11%,2.08%,,,,,,,,
16/11/2022,136.43811,147.774384,186.919998,98.849998,158.98877,0.12%,-0.83%,-3.86%,0.42%,-4.54%,0.03%,-4.19%,-4.22%,-4.22%,0.18%,,,,,,
17/11/2022,137.920319,149.691223,183.169998,98.360001,156.660416,1.09%,1.30%,-2.01%,-0.50%,-1.46%,0.03%,-1.57%,-1.60%,-1.60%,0.03%,,,,,,
18/11/2022,139.383636,150.257324,180.190002,97.43,153.982254,1.06%,0.38%,-1.63%,-0.95%,-1.71%,0.03%,-1.63%,-1.65%,-1.65%,0.03%,,,,,,
21/11/2022,138.477325,146.999725,167.869995,95.599998,153.062897,-0.65%,-2.17%,-6.84%,-1.88%,-0.60%,0.03%,-2.58%,-2.60%,-2.60%,0.07%,,,,,,
22/11/2022,140.761978,149.154892,169.910004,97.050003,160.267868,1.65%,1.47%,1.22%,1.52%,4.71%,0.03%,3.52%,3.50%,,,,,,,,
23/11/2022,140.431564,150.038849,183.199997,98.459999,165.074493,-0.23%,0.59%,7.82%,1.45%,3.00%,0.03%,4.43%,4.41%,,,,,,,,
25/11/2022,140.072815,147.099045,182.860001,97.459999,162.586258,-0.26%,-1.96%,-0.19%,-1.02%,-1.51%,0.03%,-1.08%,-1.11%,-1.11%,0.01%,,,,,,
28/11/2022,138.005264,143.23558,182.919998,96.050003,158.159348,-1.48%,-2.63%,0.03%,-1.45%,-2.72%,0.03%,-1.84%,-1.86%,-1.86%,0.03%,,,,,,
29/11/2022,138.297943,140.206406,180.830002,95.190002,156.28067,0.21%,-2.11%,-1.14%,-0.90%,-1.19%,0.03%,-1.17%,-1.19%,-1.19%,0.01%,,,,,,
30/11/2022,140.573181,147.019577,194.699997,100.989998,169.154953,1.65%,4.86%,7.67%,6.09%,8.24%,0.03%,7.94%,7.91%,,,,,,,,
01/12/2022,140.818634,147.297684,194.699997,100.989998,171.274002,0.17%,0.19%,0.00%,0.00%,1.25%,0.03%,0.83%,0.80%,,,,,,,,
02/12/2022,140.356033,146.801102,194.860001,100.440002,168.68515,-0.33%,-0.34%,0.08%,-0.54%,-1.51%,0.03%,-0.98%,-1.01%,-1.01%,0.01%,,,,,,
05/12/2022,139.166489,145.629135,182.449997,99.480003,166.026337,-0.85%,-0.80%,-6.37%,-0.96%,-1.58%,0.03%,-3.05%,-3.08%,-3.08%,0.09%,,,,,,
06/12/2022,139.251465,141.93454,179.820007,96.980003,159.799088,0.06%,-2.54%,-1.44%,-2.51%,-3.75%,0.03%,-2.97%,-2.99%,-2.99%,0.09%,,,,,,
07/12/2022,139.034332,139.977982,174.039993,94.940002,161.128494,-0.16%,-1.38%,-3.21%,-2.10%,0.83%,0.03%,-0.49%,-0.52%,-0.52%,0.00%,,,,,,
08/12/2022,139.515823,141.6763,173.440002,93.709999,171.613861,0.35%,1.21%,-0.34%,-1.30%,6.51%,0.03%,4.17%,4.15%,,,,,,,,
09/12/2022,138.82663,141.189651,179.050003,92.830002,169.934586,-0.49%,-0.34%,3.23%,-0.94%,-0.98%,0.03%,0.35%,0.32%,,,,,,,,
12/12/2022,140.865845,143.503769,167.820007,93.309998,175.272232,1.47%,1.64%,-6.27%,0.52%,3.14%,0.03%,0.14%,0.12%,,,,,,,,
13/12/2022,142.149796,144.477066,160.949997,95.629997,180.639847,0.91%,0.68%,-4.09%,2.49%,3.06%,0.03%,0.78%,0.75%,,,,,,,,
14/12/2022,141.479477,142.232483,156.800003,95.07,176.661621,-0.47%,-1.55%,-2.58%,-0.59%,-2.20%,0.03%,-2.28%,-2.31%,-2.31%,0.05%,,,,,,
15/12/2022,134.398911,135.568283,157.669998,90.860001,169.444824,-5.00%,-4.69%,0.55%,-4.43%,-4.09%,0.03%,-2.65%,-2.68%,-2.68%,0.07%,,,,,,
16/12/2022,132.321945,133.591858,150.229996,90.260002,165.63652,-1.55%,-1.46%,-4.72%,-0.66%,-2.25%,0.03%,-2.99%,-3.01%,-3.01%,0.09%,,,,,,
19/12/2022,131.104065,131.466461,149.869995,88.440002,162.467896,-0.92%,-1.59%,-0.24%,-2.02%,-1.91%,0.03%,-1.38%,-1.40%,-1.40%,0.02%,,,,,,
20/12/2022,133.379288,131.396942,137.800003,89.019997,160.778671,1.74%,-0.05%,-8.05%,0.66%,-1.04%,0.03%,-3.18%,-3.20%,-3.20%,0.10%,,,,,,
21/12/2022,134.191208,134.525452,137.570007,89.580002,164.936798,0.61%,2.38%,-0.17%,0.63%,2.59%,0.03%,1.68%,1.66%,,,,,,,,
22/12/2022,133.001678,131.327423,125.349998,87.760002,153.32196,-0.89%,-2.38%,-8.88%,-2.03%,-7.04%,0.03%,-7.46%,-7.48%,-7.48%,0.56%,,,,,,
23/12/2022,133.728592,130.959961,123.150002,89.230003,151.992554,0.55%,-0.28%,-1.76%,1.68%,-0.87%,0.03%,-1.10%,-1.12%,-1.12%,0.01%,,,,,,
27/12/2022,134.455551,129.142456,109.099998,87.389999,141.147385,0.54%,-1.39%,-11.41%,-2.06%,-7.14%,0.03%,-8.29%,-8.31%,-8.31%,0.69%,,,,,,
28/12/2022,132.189774,125.17968,112.709999,86.019997,140.297745,-1.69%,-3.07%,3.31%,-1.57%,-0.60%,0.03%,0.57%,0.55%,,,,,,,,
29/12/2022,133.1716,128.725311,121.82,88.449997,145.96524,0.74%,2.83%,8.08%,2.82%,4.04%,0.03%,5.25%,5.22%,,,,,,,,
30/12/2022,133.011108,129.043121,123.18,88.230003,146.07518,-0.12%,0.25%,1.12%,-0.25%,0.08%,0.03%,0.40%,0.37%,,,,,,,,
03/01/2023,133.634201,124.216309,108.099998,89.120003,143.086502,0.47%,-3.74%,-12.24%,1.01%,-2.05%,0.03%,-5.19%,-5.22%,-5.22%,0.27%,,,,,,
04/01/2023,134.625488,125.497498,113.639999,88.080002,147.424591,0.74%,1.03%,5.12%,-1.17%,3.03%,0.03%,3.60%,3.58%,,,,,,,,
05/01/2023,133.218811,124.166641,110.339996,86.199997,142.586731,-1.04%,-1.06%,-2.90%,-2.13%,-3.28%,0.03%,-3.11%,-3.13%,-3.13%,0.10%,,,,,,
06/01/2023,135.663971,128.735229,113.059998,87.339996,148.524109,1.84%,3.68%,2.47%,1.32%,4.16%,0.03%,3.58%,3.55%,,,,,,,,
09/01/2023,135.522369,129.261612,119.769997,88.019997,156.210693,-0.10%,0.41%,5.93%,0.78%,5.18%,0.03%,5.27%,5.24%,,,,,,,,
10/01/2023,136.702454,129.837662,118.849998,88.419998,159.01944,0.87%,0.45%,-0.77%,0.45%,1.80%,0.03%,0.96%,0.93%,,,,,,,,
11/01/2023,137.136734,132.578842,123.220001,91.519997,159.939026,0.32%,2.11%,3.68%,3.51%,0.58%,0.03%,1.59%,1.56%,,,,,,,,
12/01/2023,137.410507,132.49939,123.559998,91.129997,165.036789,0.20%,-0.06%,0.28%,-0.43%,3.19%,0.03%,2.18%,2.15%,,,,,,,,
13/01/2023,137.731506,133.840164,122.400002,92.120003,168.915054,0.23%,1.01%,-0.94%,1.09%,2.35%,0.03%,1.28%,1.25%,,,,,,,,
17/01/2023,137.070633,135.0121,131.490005,91.290001,176.941483,-0.48%,0.88%,7.43%,-0.90%,4.75%,0.03%,5.44%,5.41%,,,,,,,,
18/01/2023,132.557968,134.287094,128.779999,91.120003,173.692932,-3.29%,-0.54%,-2.06%,-0.19%,-1.84%,0.03%,-1.89%,-1.92%,-1.92%,0.04%,,,,,,
19/01/2023,132.756195,134.346695,127.169998,93.050003,167.575653,0.15%,0.04%,-1.25%,2.12%,-3.52%,0.03%,-2.68%,-2.71%,-2.71%,0.07%,,,,,,
20/01/2023,133.303772,136.928925,133.419998,98.019997,178.310883,0.41%,1.92%,4.91%,5.34%,6.41%,0.03%,5.82%,5.80%,,,,,,,,
23/01/2023,133.926865,140.14682,143.75,99.790001,191.844864,0.47%,2.35%,7.74%,1.81%,7.59%,0.03%,7.46%,7.43%,,,,,,,,
24/01/2023,133.577576,141.557114,143.889999,97.699997,192.564545,-0.26%,1.01%,0.10%,-2.09%,0.38%,0.03%,0.26%,0.24%,,,,,,,,
25/01/2023,132.888367,140.891708,144.429993,95.220001,193.144302,-0.52%,-0.47%,0.38%,-2.54%,0.30%,0.03%,0.28%,0.25%,,,,,,,,
26/01/2023,126.931252,142.977356,160.270004,97.519997,197.93219,-4.48%,1.48%,10.97%,2.42%,2.48%,0.03%,5.05%,5.03%,,,,,,,,
27/01/2023,126.874611,144.933914,177.899994,99.370003,203.559677,-0.04%,1.37%,11.00%,1.90%,2.84%,0.03%,5.34%,5.31%,,,,,,,,
30/01/2023,127.733719,142.023926,166.660004,96.940002,191.535019,0.68%,-2.01%,-6.32%,-2.45%,-5.91%,0.03%,-5.90%,-5.92%,-5.92%,0.35%,,,,,,
31/01/2023,127.195595,143.305115,173.220001,98.839996,195.28334,-0.42%,0.90%,3.94%,1.96%,1.96%,0.03%,2.54%,2.52%,,,,,,,,
01/02/2023,127.535454,144.437317,181.410004,100.43,209.337112,0.27%,0.79%,4.73%,1.61%,7.20%,0.03%,6.24%,6.21%,,,,,,,,
02/02/2023,128.762756,149.790558,188.270004,107.739998,216.993698,0.96%,3.71%,3.78%,7.28%,3.66%,0.03%,3.71%,3.68%,,,,,,,,
03/02/2023,129.281998,153.445419,189.979996,104.779999,210.906418,0.40%,2.44%,0.91%,-2.75%,-2.81%,0.03%,-1.56%,-1.59%,-1.59%,0.03%,,,,,,
06/02/2023,128.564499,150.694321,194.759995,102.900002,210.796463,-0.55%,-1.79%,2.52%,-1.79%,-0.05%,0.03%,0.71%,0.68%,,,,,,,,
07/02/2023,128.243515,153.594376,196.809998,107.639999,221.631653,-0.25%,1.92%,1.05%,4.61%,5.14%,0.03%,3.77%,3.75%,,,,,,,,
08/02/2023,128.375687,150.883026,201.289993,99.370003,221.951523,0.10%,-1.77%,2.28%,-7.68%,0.14%,0.03%,0.71%,0.69%,,,,,,,,
09/02/2023,127.821411,149.840195,207.320007,95.010002,223.270935,-0.43%,-0.69%,3.00%,-4.39%,0.59%,0.03%,1.27%,1.25%,,,,,,,,
10/02/2023,129.589401,150.208237,196.889999,94.57,212.555679,1.38%,0.25%,-5.03%,-0.46%,-4.80%,0.03%,-4.72%,-4.74%,-4.74%,0.22%,,,,,,
13/02/2023,131.261826,153.033157,194.639999,94.610001,217.783386,1.29%,1.88%,-1.14%,0.04%,2.46%,0.03%,1.29%,1.27%,,,,,,,,
14/02/2023,129.981201,152.386597,209.25,94.68,229.608124,-0.98%,-0.42%,7.51%,0.07%,5.43%,0.03%,5.90%,5.88%,,,,,,,,
15/02/2023,130.353943,154.505295,214.240005,96.940002,227.539032,0.29%,1.39%,2.38%,2.39%,-0.90%,0.03%,0.19%,0.17%,,,,,,,,
16/02/2023,129.015991,152.893906,202.039993,95.510002,219.922409,-1.03%,-1.04%,-5.69%,-1.48%,-3.35%,0.03%,-4.02%,-4.04%,-4.04%,0.16%,,,,,,
17/02/2023,129.03511,151.740067,208.309998,94.349998,213.785141,0.01%,-0.75%,3.10%,-1.21%,-2.79%,0.03%,-0.88%,-0.91%,-0.91%,0.01%,,,,,,
21/02/2023,125.871826,147.691666,197.369995,91.790001,206.458405,-2.45%,-2.67%,-5.25%,-2.71%,-3.43%,0.03%,-3.97%,-4.00%,-4.00%,0.16%,,,,,,
22/02/2023,125.164627,148.11937,200.860001,91.650002,207.447952,-0.56%,0.29%,1.77%,-0.15%,0.48%,0.03%,0.86%,0.84%,,,,,,,,
23/02/2023,124.992592,148.606766,202.070007,90.889999,236.535065,-0.14%,0.33%,0.60%,-0.83%,14.02%,0.03%,9.40%,9.38%,,,,,,,,
24/02/2023,124.782356,145.931061,196.880005,89.129997,232.756714,-0.17%,-1.80%,-2.57%,-1.94%,-1.60%,0.03%,-1.89%,-1.92%,-1.92%,0.04%,,,,,,
27/02/2023,124.705902,147.134628,207.630005,89.870003,234.905762,-0.06%,0.82%,5.46%,0.83%,0.92%,0.03%,2.33%,2.30%,,,,,,,,
28/02/2023,123.568649,146.62735,205.710007,90.059998,232.057037,-0.91%,-0.34%,-0.92%,0.21%,-1.21%,0.03%,-1.10%,-1.12%,-1.12%,0.01%,,,,,,
01/03/2023,122.507851,144.538513,202.770004,90.360001,226.879318,-0.86%,-1.42%,-1.43%,0.33%,-2.23%,0.03%,-1.93%,-1.96%,-1.96%,0.04%,,,,,,
02/03/2023,123.215034,145.135315,190.899994,92,233.036621,0.58%,0.41%,-5.85%,1.81%,2.71%,0.03%,-0.02%,-0.04%,-0.04%,0.00%,,,,,,
03/03/2023,123.893578,150.228119,197.789993,93.650002,238.794052,0.55%,3.51%,3.61%,1.79%,2.47%,0.03%,2.81%,2.78%,,,,,,,,
06/03/2023,124.419197,153.013275,193.809998,95.129997,235.435532,0.42%,1.85%,-2.01%,1.58%,-1.41%,0.03%,-1.51%,-1.54%,-1.54%,0.02%,,,,,,
07/03/2023,122.565193,150.79512,187.710007,93.860001,232.816254,-1.49%,-1.45%,-3.15%,-1.34%,-1.11%,0.03%,-1.76%,-1.78%,-1.78%,0.03%,,,,,,
08/03/2023,122.374062,152.058365,182,94.25,241.74382,-0.16%,0.84%,-3.04%,0.42%,3.83%,0.03%,1.58%,1.56%,,,,,,,,
09/03/2023,120.567833,149.790466,172.919998,92.32,234.295853,-1.48%,-1.49%,-4.99%,-2.05%,-3.08%,0.03%,-3.63%,-3.66%,-3.66%,0.13%,,,,,,
10/03/2023,119.889305,147.711578,173.440002,90.629997,229.587128,-0.56%,-1.39%,0.30%,-1.83%,-2.01%,0.03%,-1.27%,-1.29%,-1.29%,0.02%,,,,,,
13/03/2023,120.013542,149.671112,174.479996,91.110001,229.597137,0.10%,1.33%,0.60%,0.53%,0.00%,0.03%,0.21%,0.18%,,,,,,,,
14/03/2023,119.124771,151.779831,183.259995,93.970001,240.564148,-0.74%,1.41%,5.03%,3.14%,4.78%,0.03%,4.75%,4.73%,,,,,,,,
15/03/2023,117.815483,152.177734,180.449997,96.110001,242.213669,-1.10%,0.26%,-1.53%,2.28%,0.69%,0.03%,-0.01%,-0.04%,-0.04%,0.00%,,,,,,
16/03/2023,119.172554,155.022537,184.130005,100.32,255.340073,1.15%,1.87%,2.04%,4.38%,5.42%,0.03%,4.27%,4.25%,,,,,,,,
17/03/2023,118.207321,154.177048,180.130005,101.620003,257.179596,-0.81%,-0.55%,-2.17%,1.30%,0.72%,0.03%,-0.21%,-0.23%,-0.23%,0.00%,,,,,,
20/03/2023,120.35759,156.564301,183.25,101.220001,258.929108,1.82%,1.55%,1.73%,-0.39%,0.68%,0.03%,1.02%,0.99%,,,,,,,,
21/03/2023,120.959648,158.434326,197.580002,104.919998,261.918274,0.50%,1.19%,7.82%,3.66%,1.15%,0.03%,3.26%,3.23%,,,,,,,,
22/03/2023,118.551369,156.99202,191.149994,103.370003,264.607544,-1.99%,-0.91%,-3.25%,-1.48%,1.03%,0.03%,-0.39%,-0.41%,-0.41%,0.00%,,,,,,
23/03/2023,117.901505,158.086182,192.220001,105.599998,271.835571,-0.55%,0.70%,0.56%,2.16%,2.73%,0.03%,1.99%,1.97%,,,,,,,,
24/03/2023,119.736397,159.39917,190.410004,105.440002,267.716705,1.56%,0.83%,-0.94%,-0.15%,-1.52%,0.03%,-1.27%,-1.29%,-1.29%,0.02%,,,,,,
27/03/2023,123.578201,157.439636,191.809998,102.459999,265.237396,3.21%,-1.23%,0.74%,-2.83%,-0.93%,0.03%,-0.39%,-0.41%,-0.41%,0.00%,,,,,,
28/03/2023,123.606873,156.812973,189.190002,101.029999,264.02771,0.02%,-0.40%,-1.37%,-1.40%,-0.46%,0.03%,-0.74%,-0.77%,-0.77%,0.01%,,,,,,
29/03/2023,123.96048,159.916428,193.880005,101.389999,269.766144,0.29%,1.98%,2.48%,0.36%,2.17%,0.03%,2.23%,2.20%,,,,,,,,
30/03/2023,123.492203,161.497971,195.279999,100.889999,273.755035,-0.38%,0.99%,0.72%,-0.49%,1.48%,0.03%,1.20%,1.17%,,,,,,,,
31/03/2023,125.279297,164.024475,207.460007,103.730003,277.693939,1.45%,1.56%,6.24%,2.81%,1.44%,0.03%,2.95%,2.93%,,,,,,,,
03/04/2023,126.206306,165.287735,194.770004,104.360001,279.573425,0.74%,0.77%,-6.12%,0.61%,0.68%,0.03%,-1.44%,-1.47%,-1.47%,0.02%,,,,,,
04/04/2023,125.766708,164.75061,192.580002,104.720001,274.454834,-0.35%,-0.32%,-1.12%,0.34%,-1.83%,0.03%,-1.56%,-1.58%,-1.58%,0.03%,,,,,,
05/04/2023,126.282753,162.890533,185.520004,104.470001,268.73642,0.41%,-1.13%,-3.67%,-0.24%,-2.08%,0.03%,-2.53%,-2.55%,-2.55%,0.07%,,,,,,
06/04/2023,124.715462,163.785767,185.059998,108.419998,270.295959,-1.24%,0.55%,-0.25%,3.78%,0.58%,0.03%,0.34%,0.31%,,,,,,,,
10/04/2023,125.22197,161.169739,184.509995,106.440002,275.714508,0.41%,-1.60%,-0.30%,-1.83%,2.00%,0.03%,1.20%,1.17%,,,,,,,,
11/04/2023,124.639008,159.946259,186.789993,105.349998,271.615631,-0.47%,-0.76%,1.24%,-1.02%,-1.49%,0.03%,-0.61%,-0.64%,-0.64%,0.00%,,,,,,
12/04/2023,122.842331,159.249985,180.539993,104.639999,264.877502,-1.44%,-0.44%,-3.35%,-0.67%,-2.48%,0.03%,-2.70%,-2.73%,-2.73%,0.07%,,,,,,
13/04/2023,122.230705,164.680969,185.899994,107.43,264.557587,-0.50%,3.41%,2.97%,2.67%,-0.12%,0.03%,0.90%,0.88%,,,,,,,,
14/04/2023,122.460068,164.33284,185,108.870003,267.506744,0.19%,-0.21%,-0.48%,1.34%,1.11%,0.03%,0.59%,0.57%,,,,,,,,
17/04/2023,122.154251,164.352737,187.039993,105.970001,269.946075,-0.25%,0.01%,1.10%,-2.66%,0.91%,0.03%,0.92%,0.89%,,,,,,,,
18/04/2023,122.11602,165.586151,184.309998,104.5,276.594269,-0.03%,0.75%,-1.46%,-1.39%,2.46%,0.03%,1.16%,1.13%,,,,,,,,
19/04/2023,120.720741,166.740005,180.589996,104.18,279.233521,-1.14%,0.70%,-2.02%,-0.31%,0.95%,0.03%,-0.01%,-0.04%,-0.04%,0.00%,,,,,,
20/04/2023,120.758972,165.765198,162.990005,105.290001,270.96579,0.03%,-0.58%,-9.75%,1.07%,-2.96%,0.03%,-4.99%,-5.01%,-5.01%,0.25%,,,,,,
21/04/2023,120.156891,164.14386,165.080002,105.410004,271.115784,-0.50%,-0.98%,1.28%,0.11%,0.06%,0.03%,0.42%,0.40%,,,,,,,,
